,refCount,postCount,changeCount,commitCount,smellCount,hasSmell,LOC,Nesting,WMC,DIT,NOC,CBO,RFC,LCOM,ADD,ADDING_ATTRIBUTE_MODIFIABILITY,ADDING_CLASS_DERIVABILITY,ADDING_METHOD_OVERRIDABILITY,ADDITIONAL_CLASS,ADDITIONAL_FUNCTIONALITY,ADDITIONAL_OBJECT_STATE,ALTERNATIVE_PART_DELETE,ALTERNATIVE_PART_INSERT,ATTRIBUTE_RENAMING,ATTRIBUTE_TYPE_CHANGE,CLASS_RENAMING,COMMENT_DELETE,COMMENT_INSERT,COMMENT_MOVE,COMMENT_UPDATE,CONDITION_EXPRESSION_CHANGE,DECREASING_ACCESSIBILITY_CHANGE,DELETE,DOC_DELETE,DOC_INSERT,DOC_UPDATE,METHOD_RENAMING,MODIFY,PARAMETER_DELETE,PARAMETER_INSERT,PARAMETER_ORDERING_CHANGE,PARAMETER_RENAMING,PARAMETER_TYPE_CHANGE,PARENT_CLASS_CHANGE,PARENT_CLASS_DELETE,PARENT_CLASS_INSERT,PARENT_INTERFACE_CHANGE,PARENT_INTERFACE_DELETE,PARENT_INTERFACE_INSERT,REMOVED_CLASS,REMOVED_FUNCTIONALITY,REMOVED_OBJECT_STATE,REMOVING_ATTRIBUTE_MODIFIABILITY,REMOVING_CLASS_DERIVABILITY,REMOVING_METHOD_OVERRIDABILITY,RETURN_TYPE_CHANGE,RETURN_TYPE_DELETE,RETURN_TYPE_INSERT,STATEMENT_DELETE,STATEMENT_INSERT,STATEMENT_ORDERING_CHANGE,STATEMENT_PARENT_CHANGE,STATEMENT_UPDATE,UNCLASSIFIED_CHANGE,ForwardEngineering,ReEngineering,CorrectiveEngineering,Management,usageCount,refDensity,postDensity
NOC,0.195115478362802,0.208839677954079,-0.0111007481151494,0.0384892258273499,0.0419277051980676,0.0426670889781437,-0.0776886135661701,-0.110154227687495,-0.0229256102058567,0.0540484500244697,1,-0.0279009789284905,0.00759457909845687,-0.0114515333811932,-0.184086870086579,-0.0638707624145757,-0.082972238184147,0.0708891782616874,0.000184667853569993,0.0305546455632401,-0.00103544356292694,0.030883848160473,0.0417891962782647,-0.047642291814753,0.0134487746587426,-0.000650434510706963,0.0245004317281952,0.0152664394104446,0.0843198391262665,0.0661904461837528,0.0172704666921621,0.0930833114843282,0.182122921092621,0.0408842792840186,0.0192467287745742,0.00640672240685989,0.0210327510558671,0.0473701514064475,0.0246758476902914,0.0205684459792422,0.0454468247668995,0.0181569087725274,0.0638333935997023,-0.00341860334799424,0.0130616164590668,0.00137591191515198,0.134913015846364,0.014815135588575,0.0809724755831789,0.0892305350620302,0.0295371994621044,-0.0065363791566765,0.0175709970867686,-0.0143627306254378,0.0716861748331179,-0.0110636921224425,0.0346197726715862,0.0295554140178195,-0.0495463241659587,-0.0131632345660803,0.0312240040699785,0.0249033908386772,-0.0341123471165873,0.08570651476381,0.00523161785607349,0.00359680046128733,0.0285066099456314,-0.0108501942567325,0.223878638953503,-0.0228308382293689,-0.0248248252400005
CBO,0.482670607496115,0.459254440371088,0.72455351925241,0.705326952187672,0.302979305298922,0.301836377835677,0.864004149009484,0.772998053809593,0.873587266800704,0.0842861571751949,-0.0279009789284905,1,0.641190219851103,0.668063331203237,-0.0180046349214636,0.271450726112898,0.104807969623415,0.124290139067953,0.347771203125293,0.492429394359672,0.469293182923734,0.59196749724064,0.495932637155285,0.400160559238303,0.344941756331708,0.150752887791852,0.594670874233034,0.544014633288858,0.475588369835384,0.353204097637561,0.597164244566088,0.338683056213137,0.0182744704314446,0.372006053890373,0.270482236208828,0.491976334200525,0.502067017039198,0.710532959075341,0.484566922107179,0.449000312605026,0.22176829727875,0.336059695506855,0.298222209449399,0.100164691335236,0.0972774407327584,0.105541095392058,0.119225021015435,0.109605329664513,0.0708939373712603,0.423587467866053,0.685989693941824,0.584357210726904,0.199165023050632,-0.0053912968297649,0.115023099626184,0.319228559029664,0.269343219041993,0.239676994363496,0.72236957754221,0.696056840412186,0.513394328668814,0.647270804120911,0.703002940185351,0.258386215474055,0.656110019513034,0.687201577950022,0.706393013688751,0.706553934166121,0.278060836274142,0.267854369009253,0.201088225221083
RFC,0.425323143484942,0.412976009229249,0.453991019242544,0.477558903218724,0.260015880176227,0.259194581635972,0.604990203366833,0.501494153311874,0.624778904482058,0.525513587779437,0.00759457909845687,0.641190219851103,1,0.467504811282557,-0.070893571745835,0.147860713660437,0.0629526981473623,0.106901069490344,0.211892711881206,0.349164476578603,0.283976789232253,0.390173593734304,0.322512000221752,0.243484740225001,0.199819385314653,0.102442890027868,0.387326844150329,0.371331745376866,0.310630291129747,0.26995417476585,0.403035090457195,0.22025712195201,0.058797512330995,0.226251856028755,0.179798005879748,0.247438840811203,0.344189118704836,0.481506013020877,0.287004021486789,0.288197750339396,0.148103524406923,0.212335862131386,0.163126799470849,0.0763423101483179,0.0846867054562856,0.0768676056321658,0.101447428606103,0.0325892484895243,0.0602175801434186,0.231122247456744,0.517651186851243,0.337068604915631,0.144241421479627,-0.0115816117623998,0.0831403905225506,0.161706472661045,0.226551653553131,0.184991971919462,0.44948841830488,0.436163040675936,0.346230017070523,0.419015506318216,0.460241301752746,0.205779998272874,0.42507381887736,0.426122451162846,0.494692480756147,0.438575951126111,0.236653975689797,0.245478507007562,0.194287401890548
LCOM,0.401491188709996,0.375076731103875,0.642705875635032,0.638754995663294,0.265611830257615,0.265068724190559,0.727755420747008,0.54648263015539,0.652388062099335,-0.0668615939142379,-0.0114515333811932,0.668063331203237,0.467504811282557,1,0.0525088738431465,0.234860011550281,0.140001739075405,0.132500000684509,0.308386662837089,0.422428329186729,0.451253905170041,0.447216505876224,0.397202484584617,0.43093380863471,0.270094525155419,0.128634986786506,0.452768026238279,0.460740312296872,0.3885361478585,0.299416181967768,0.480251350277637,0.361205826780589,-0.0209545979888329,0.399381088003203,0.256683809329892,0.540199449181978,0.434737732355382,0.638304246381381,0.419769173614762,0.380053755679421,0.208933059994499,0.289350778214194,0.266431960606781,0.0536009733704243,0.0973738596937876,0.085402180063335,0.108940514522547,0.00308967742816076,0.0392768305972424,0.419080108583455,0.585715855135512,0.614530104156249,0.201894940818407,0.0111384315753345,0.125390649896002,0.27409988808748,0.25503095823173,0.193368801093695,0.576999058331709,0.552855515549852,0.422816823536798,0.498715091262108,0.54931069219909,0.254381643699555,0.590276682149406,0.627695547412228,0.60680448086537,0.629900345871224,0.236423256856322,0.217424927476109,0.151337197105766
ADD,-0.22443838152443,-0.23477325248541,0.0335879482121233,0.0724810388783962,-0.00427978093092605,-0.00563658623090749,0.00200397045217582,-0.0202596425288653,-0.0302182056170607,-0.143266902618499,-0.184086870086579,-0.0180046349214636,-0.070893571745835,0.0525088738431465,1,-0.0447364796514749,0.0833771126740846,-0.0261434455644489,-0.00342089534971438,0.0358167227666953,0.00452003781456661,-0.055210062592412,-0.0295208395676371,0.0317507093302566,0.0240096817950639,0.0856896477313645,-0.0468060107796007,-0.0212237407443529,-0.0383228767557961,-0.0026271883408045,-0.0384875726545709,-0.00314925346202711,-0.78477984648295,0.071068751891789,0.0237475768034223,0.149966724876438,0.0758148421911021,0.0163131576538794,0.0390819042980224,0.0474339033900577,0.0357527125898647,0.0370680356309957,0.0782127741645429,0.049591247324932,-0.0172683594558881,0.115988983795766,-0.0312773443774307,-0.0054013601481407,0.0196308886242735,0.000455806005067799,-0.0227763665963003,-0.000727455327831828,-0.0169243419424484,0.0120833181691794,-0.0434387984745046,0.0671130962155783,0.0447061728223979,-0.0056442286631959,-0.033244614388919,-0.026419243533396,-0.0225129242119502,-0.0721774075289572,-0.00429780846214435,0.0433273964309283,0.0449745344270591,0.0710608796189306,0.00364828265129722,0.0624196770739016,-0.383784166194486,0.165334330465381,0.16958141518696
ADDING_ATTRIBUTE_MODIFIABILITY,0.142270411929539,0.127923484520218,0.33286102721309,0.287136773370781,0.137005018325289,0.13868662063258,0.27310433149153,0.199191608757845,0.25610839491204,-0.00925181333092786,-0.0638707624145757,0.271450726112898,0.147860713660437,0.234860011550281,-0.0447364796514749,1,0.243304515305487,0.0804220225992185,0.260667096528243,0.317675689046909,0.328046379313093,0.25644117853553,0.279988768568577,0.316753591020238,0.281247105981968,0.0603258333640244,0.30793116573565,0.326642304982808,0.258365269580398,0.281928046319829,0.336797099324074,0.218226117680752,0.0434889324312281,0.253388050870659,0.23665076793484,0.268570576397401,0.280816094882952,0.291455888914101,0.269263177088602,0.255988100013335,0.126233510632713,0.195536419424343,0.202070817605033,0.105188182720499,0.102671724699459,0.0550533449396988,0.0423265778496902,0.173000315441043,0.0620983016899985,0.25677501807106,0.327317140189106,0.276063092032509,0.253362204100904,0.0666503990100586,0.0711709885038911,0.206163759356505,0.190849923828268,0.203787943405286,0.320106210625115,0.335764363541284,0.309899504788099,0.301348678109636,0.301134061127212,0.196341591234569,0.290450123448907,0.308366686508996,0.309592114077049,0.325934952722668,0.108236519366746,0.0648101557227669,0.0383575848458157
ADDING_CLASS_DERIVABILITY,0.00465830167693043,-0.00253366175326328,0.168485624125657,0.155504184754272,0.0489519353027572,0.0496900563018567,0.118019254875143,0.0546796983747679,0.0971021522656927,0.021089161286136,-0.082972238184147,0.104807969623415,0.0629526981473623,0.140001739075405,0.0833771126740846,0.243304515305487,1,0.0225187608772192,0.194448277001583,0.204842233509235,0.169002749621728,0.0759678332052125,0.0736627995750724,0.12965095346361,0.110844284204608,0.221339242154064,0.155167718265535,0.111458137712355,0.117544037437399,0.0804000023948311,0.149445494067681,0.088917168110722,-0.101858441491879,0.181631797138371,0.218000091927721,0.172546377428882,0.14693718575,0.154938113078256,0.209112800466067,0.173262207934174,0.18113315929299,0.129437802227446,0.168730074190932,0.0394997722998874,0.0217269045705573,0.0885960569017132,0.0749551685058309,0.0930262417305459,-0.00340345087410931,0.153367026856731,0.169974245991409,0.153350755515229,0.211101976879914,-0.0147186413496641,0.0473977220132621,0.100315082422803,0.0608912302155232,0.112421615308338,0.142128000558048,0.135489367374797,0.0876984029067285,0.0815400758279538,0.146415264688374,0.0544986126764134,0.161442090338392,0.166787485753716,0.141880949956356,0.169772794999658,-0.0536211999261661,0.0667628919047806,0.0562944767532773
ADDING_METHOD_OVERRIDABILITY,0.0829370388983523,0.0808538538072668,0.148554347256645,0.14241353486189,0.0451875301751223,0.0457252940520591,0.108282295951728,0.110306788144633,0.102569270902568,0.0355660737891227,0.0708891782616874,0.124290139067953,0.106901069490344,0.132500000684509,-0.0261434455644489,0.0804220225992185,0.0225187608772192,1,0.0655821918108146,0.150661892096328,0.143830959974068,0.103160319979764,0.115036960947549,0.163279751051667,0.176587339991566,-0.0189297933404757,0.113079345235465,0.169289653183164,0.126093797788457,0.097619616414788,0.127921306223586,0.100744999934097,0.00273068821632365,0.0833651216726447,0.122622091010928,0.168619274407405,0.16872436144916,0.140680558250964,0.155551583692215,0.179811830297366,0.180759963405442,0.131964377922644,0.131485691303811,-0.0113303588774719,0.130644528464253,-0.0170861448507989,0.142445851672296,0.0226784642999401,0.0315413228024286,0.123253944269433,0.12805014978882,0.143803000854434,0.140687603941341,-0.00894319347990521,0.406876445249289,0.201967053110837,0.0667510799205996,0.057927902664453,0.141914472817095,0.13915428341995,0.136662162018383,0.132090770373761,0.130697905284023,0.154306312154408,0.138089707698949,0.147442820171095,0.149214187812852,0.150075454014404,0.018366936805732,0.0656825298125737,0.0601341867939117
ADDITIONAL_CLASS,0.14699354719984,0.1231597969837,0.426688713645463,0.380210698017554,0.153675346913652,0.155363461430615,0.355626480229964,0.260255386848883,0.308330728800389,-0.0264356572260477,0.000184667853569993,0.347771203125293,0.211892711881206,0.308386662837089,-0.00342089534971438,0.260667096528243,0.194448277001583,0.0655821918108146,1,0.441003553979709,0.479696582596224,0.367678123373139,0.391052084158746,0.401533810320951,0.357534478004221,0.282701160331638,0.406353168409966,0.430637811514235,0.400313777330351,0.365390198219824,0.412939102588876,0.351424891050742,-0.0102236088848303,0.380714861430908,0.289962196027836,0.36508505650814,0.43529301537273,0.382689876944342,0.416107842045912,0.389191025164467,0.310146539850022,0.328555802261437,0.331853733049926,0.112952623090861,0.0999478854538859,0.127939282722313,0.109699442752487,0.164015117536094,0.116175007181697,0.650591949663377,0.406463808939459,0.424623609761507,0.233199830348103,0.0183990494599794,0.0882284494383359,0.268375714071095,0.299367143071986,0.269218130003729,0.415629179347432,0.425434324949611,0.368547670712314,0.398301981876948,0.401685445655448,0.336481600645796,0.417136695313481,0.420458698220841,0.393038604520589,0.420196192426144,0.105875644161464,0.0686158080136865,0.0290540530150591
ADDITIONAL_FUNCTIONALITY,0.33949261101064,0.315723313109035,0.711434441832202,0.655293378278405,0.236632007875293,0.236794167962326,0.527596309733152,0.348409147575151,0.514228623481817,-0.0317291584308391,0.0305546455632401,0.492429394359672,0.349164476578603,0.422428329186729,0.0358167227666953,0.317675689046909,0.204842233509235,0.150661892096328,0.441003553979709,1,0.693412174088713,0.540403284427877,0.545052135704862,0.486169287195256,0.374321239200214,0.18452639703126,0.565251735222588,0.581049458626872,0.465440620520714,0.396843637728581,0.579745503357135,0.473334777584446,-0.0296669179896415,0.465228288837409,0.379079062562345,0.573735895332686,0.582250066717689,0.659839005334905,0.603385024773856,0.588881232747271,0.323005496077827,0.419544186469242,0.322839027675003,0.133520147376762,0.177087086924382,0.207821077124461,0.146770913971343,0.149882551081112,0.199376449149225,0.464740677760799,0.675104772251049,0.613079771041682,0.307277751772166,0.0683596530329715,0.139276416025771,0.351750456669342,0.332881131116268,0.286882045966975,0.643268450494206,0.66760712456646,0.484795068046035,0.566875088594594,0.630175550034665,0.435556957204245,0.686947204785103,0.709674524503073,0.655835170447893,0.704310436486258,0.187249071983476,0.20180732483484,0.145447252413421
ADDITIONAL_OBJECT_STATE,0.251946419652301,0.234259901749533,0.703713512476034,0.636425115890555,0.217739649416164,0.217758342792705,0.503815526313891,0.351119916181562,0.442352472368196,-0.0540888231434278,-0.00103544356292694,0.469293182923734,0.283976789232253,0.451253905170041,0.00452003781456661,0.328046379313093,0.169002749621728,0.143830959974068,0.479696582596224,0.693412174088713,1,0.515892669051239,0.544174041184773,0.638439619052054,0.405476012552755,0.182869863215987,0.554387878649362,0.587042426975993,0.445673250896352,0.374651792850192,0.566651108806089,0.487052804517248,0.00506351717027096,0.468810598402798,0.387825154790289,0.56718662895736,0.535129508309196,0.641097316200291,0.566055192914619,0.539807192463049,0.30163729166903,0.375432677856061,0.281690258453605,0.142450842720712,0.169899842929601,0.143072262951059,0.0686399576943358,0.102209583001498,0.15411959422595,0.478355522015036,0.617220331363569,0.726953584797856,0.313341035257385,0.069106922890327,0.127605734375983,0.360377357858135,0.31698875602645,0.279828707455933,0.647998180204952,0.684920710006512,0.510220891028399,0.560697888103292,0.635522091694771,0.439174002679746,0.690241657110947,0.692952135560168,0.650051434384523,0.69763729196219,0.167730678557182,0.114022396319617,0.0693207408970565
ALTERNATIVE_PART_DELETE,0.354898365008289,0.336553143590831,0.689245541494127,0.624620015720875,0.339544459103467,0.338588923798486,0.634786661601721,0.545271125840477,0.608262508340562,0.00161623000648407,0.030883848160473,0.59196749724064,0.390173593734304,0.447216505876224,-0.055210062592412,0.25644117853553,0.0759678332052125,0.103160319979764,0.367678123373139,0.540403284427877,0.515892669051239,1,0.718182270589698,0.449506537222878,0.348336823091912,0.101351460165603,0.700694580281962,0.611729751251449,0.565238031294291,0.492719761771547,0.69496865611851,0.417161402543535,0.0860302408687705,0.401951074443093,0.328082309393423,0.472180126445444,0.454236066425319,0.628849408480945,0.491948230341487,0.448062294877549,0.200077294893238,0.361046834123923,0.258516328556444,0.0822401191439825,0.144213129604039,0.133231953350688,0.113942990013235,0.158784410479224,0.132595836647299,0.434945832787031,0.621010021498621,0.606315279728061,0.280666131772685,-0.0215456782731836,0.147014821884516,0.275617866610676,0.342781922953362,0.288354208199586,0.73941050830408,0.673319903123667,0.600546012473367,0.776908964463537,0.67584120310095,0.300652801638952,0.647603888896884,0.671387058153917,0.673609017631343,0.673485089640103,0.273869238012224,0.109382883364452,0.059228748603849
ALTERNATIVE_PART_INSERT,0.284846293390589,0.267729946753638,0.646946844021886,0.565334206641381,0.277436302719478,0.277034450410654,0.516139595293287,0.465121336016831,0.49834767516341,0.0161711026375418,0.0417891962782647,0.495932637155285,0.322512000221752,0.397202484584617,-0.0295208395676371,0.279988768568577,0.0736627995750724,0.115036960947549,0.391052084158746,0.545052135704862,0.544174041184773,0.718182270589698,1,0.460940440643721,0.33804537553419,0.114983190545519,0.665762297621354,0.676426125099821,0.540761761673132,0.504804972566246,0.63030782380994,0.396769429902348,0.068497107476293,0.393050632306967,0.331906149081087,0.46124326748011,0.466671949131195,0.566612002908925,0.473011355116898,0.482538113761192,0.241811616620692,0.371507060195692,0.25069981402663,0.111450614696629,0.145786865814173,0.127925381840161,0.0730611059717758,0.0880753158868788,0.0945986002132131,0.429313618650007,0.544204242170456,0.540710122829933,0.270076628142026,-0.0138613767681329,0.133077614721636,0.31390417868601,0.361977615463966,0.286985148102881,0.649972164854796,0.70288740666477,0.589959518887396,0.674269339605212,0.613657510986203,0.340966289579075,0.612620998771405,0.642820225214318,0.614963718875191,0.638799640281568,0.202046521474876,0.116288059340854,0.0719955845309473
ATTRIBUTE_RENAMING,0.210207803830842,0.189362510645019,0.586646999287027,0.560592559981085,0.190722439028015,0.191877122091101,0.469696686890079,0.315980324377223,0.406341757107523,-0.0856349648997342,-0.047642291814753,0.400160559238303,0.243484740225001,0.43093380863471,0.0317507093302566,0.316753591020238,0.12965095346361,0.163279751051667,0.401533810320951,0.486169287195256,0.638439619052054,0.449506537222878,0.460940440643721,1,0.429848499447293,0.177721477768196,0.449160123136287,0.47566830288756,0.404849741954612,0.332880541003445,0.488569759124167,0.401015192027606,-0.026689041373536,0.448641453274405,0.390450492606174,0.5409657484678,0.554949110499947,0.562056036081216,0.516384017767892,0.479504934206455,0.310669434027047,0.401638475920814,0.260065912721052,0.0703978949929335,0.205185925596458,0.1082828186114,0.0902832801894366,0.0956799832830668,0.0863971746291526,0.455978446360597,0.550422577196756,0.646935718173101,0.343570265145113,0.0625566091290743,0.144490992243437,0.399370030543713,0.332839295372268,0.29812408156826,0.538353899311851,0.524005328457129,0.48849643130731,0.486159814300602,0.546980451924306,0.355738863815482,0.575751741692362,0.588832403973606,0.550077299686369,0.581155602546352,0.227873822674792,-0.00419824969778316,-0.0453484708206483
