kind	name	refCount	postCount	changeCount	commitCount	smellCount	hasSmell	LOC	Nesting	WMC	DIT	NOC	CBO	RFC	LCOM	ADD	ADDING_ATTRIBUTE_MODIFIABILITY	ADDING_CLASS_DERIVABILITY	ADDING_METHOD_OVERRIDABILITY	ADDITIONAL_CLASS	ADDITIONAL_FUNCTIONALITY	ADDITIONAL_OBJECT_STATE	ALTERNATIVE_PART_DELETE	ALTERNATIVE_PART_INSERT	ATTRIBUTE_RENAMING	ATTRIBUTE_TYPE_CHANGE	CLASS_RENAMING	COMMENT_DELETE	COMMENT_INSERT	COMMENT_MOVE	COMMENT_UPDATE	CONDITION_EXPRESSION_CHANGE	DECREASING_ACCESSIBILITY_CHANGE	DELETE	DOC_DELETE	DOC_INSERT	DOC_UPDATE	METHOD_RENAMING	MODIFY	PARAMETER_DELETE	PARAMETER_INSERT	PARAMETER_ORDERING_CHANGE	PARAMETER_RENAMING	PARAMETER_TYPE_CHANGE	PARENT_CLASS_CHANGE	PARENT_CLASS_DELETE	PARENT_CLASS_INSERT	PARENT_INTERFACE_CHANGE	PARENT_INTERFACE_DELETE	PARENT_INTERFACE_INSERT	REMOVED_CLASS	REMOVED_FUNCTIONALITY	REMOVED_OBJECT_STATE	REMOVING_ATTRIBUTE_MODIFIABILITY	REMOVING_CLASS_DERIVABILITY	REMOVING_METHOD_OVERRIDABILITY	RETURN_TYPE_CHANGE	RETURN_TYPE_DELETE	RETURN_TYPE_INSERT	STATEMENT_DELETE	STATEMENT_INSERT	STATEMENT_ORDERING_CHANGE	STATEMENT_PARENT_CHANGE	STATEMENT_UPDATE	UNCLASSIFIED_CHANGE	ForwardEngineering	ReEngineering	CorrectiveEngineering	Management	usageCount	refDensity
Public Class	android.webkit.URLUtil	379	212	114	47	0	0	249	4	67	0	0	17	33	93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	14	5	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	11	6	0	5	9	0	58	106	60	96	1118	0.3390
Public Generic Interface	android.webkit.ValueCallback	965	254	21	15	0	0	3	0	1	0	2	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	3	38	1630	0.5920
Public Class	android.webkit.WebBackForwardList	999	650	132	18	0	0	19	0	6	0	1	2	19	0	1	0	0	0	0	16	8	0	0	0	0	0	0	4	0	0	10	2	1	0	0	2	0	16	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	42	0	0	2	2	106	112	52	78	103	9.6990
Public Class	android.webkit.WebChromeClient	2724	1608	327	115	0	0	73	0	26	0	1	13	39	0	1	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	55	8	113	26	6	0	14	0	0	0	0	0	0	0	4	77	0	0	0	0	0	0	0	1	0	0	0	4	0	236	403	122	331	3838	0.7097
Public Class	android.webkit.WebHistoryItem	656	523	448	39	0	0	23	0	7	0	1	4	20	0	1	0	0	0	0	40	28	4	0	4	0	0	0	4	0	0	0	4	1	2	2	17	0	37	10	2	0	0	0	0	0	0	0	0	0	0	46	16	0	0	0	0	4	0	134	68	4	8	12	0	403	433	205	331	75	8.7467
Public Class	android.webkit.WebIconDatabase	778	528	217	29	0	0	32	0	9	0	1	7	22	0	1	0	0	0	2	14	6	0	0	0	0	0	7	6	0	0	0	2	1	0	0	9	0	27	0	0	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	0	0	37	56	0	0	13	0	256	237	84	179	12	64.8333
Public Class	android.webkit.WebResourceResponse	1360	1173	22	10	1	1	29	0	7	0	0	2	20	57	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22	15	49	532	2.5564
Public Abstract Class	android.webkit.WebSettings	8024	2434	2894	412	0	0	385	2	107	0	1	14	116	100	1	0	0	0	4	84	153	12	11	4	0	0	38	27	2	3	40	2	1	2	0	440	4	410	32	0	0	6	0	0	0	0	0	0	0	4	312	253	0	0	0	0	0	0	453	448	2	57	78	11	1393	3777	1205	2577	9764	0.8218
Public Class	android.webkit.WebStorage	293	151	1032	66	0	0	49	0	8	0	1	5	21	0	4	0	0	0	0	30	60	20	12	1	6	0	0	0	0	0	0	16	0	30	0	23	8	62	8	0	0	0	0	0	0	0	0	0	0	2	60	77	0	0	0	4	0	8	178	326	0	29	34	6	844	1378	146	743	14	20.9286
Abstract Class	android.webkit.WebSyncManager	18	16	104	18	0	0	95	1	20	0	1	12	23	75	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	27	0	0	0	0	74	70	50	78	0	-1.0000
Public Class	android.webkit.WebView	152494	19138	49592	2437	0	0	878	2	212	3	0	63	1060	84	1	4	0	0	54	799	830	729	641	133	27	0	1661	1266	528	238	1968	132	1	111	13	371	158	2435	299	172	23	72	39	0	0	0	0	2	0	96	1476	1132	12	0	0	15	37	6	12568	10528	2791	4559	3594	18	23362	51889	23574	41668	22446	6.7938
Public Class	android.webkit.WebViewClient	9960	4479	172	57	0	0	67	1	16	0	4	12	28	100	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	55	0	0	0	0	0	0	0	0	0	0	0	0	13	75	0	0	0	0	0	0	6	0	0	0	0	0	61	136	100	204	7665	1.2994
Public Class	android.webkit.WebViewDatabase	91	64	1933	82	0	0	28	0	8	0	1	6	21	100	1	0	0	0	0	94	184	6	2	0	0	0	40	88	6	0	94	4	1	13	0	57	0	80	4	4	0	4	0	0	0	0	0	0	0	0	30	26	0	0	0	3	0	0	407	567	0	131	87	0	1418	2763	1613	2122	175	0.5200
Public Class	android.webkit.WebViewFragment	322	206	27	5	0	0	42	1	10	1	0	6	118	42	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	10	6	0	0	0	0	6	26	37	12	0	-1.0000
Public Abstract Class	android.widget.AbsListView	12986	9410	14838	830	1	1	4517	7	740	3	2	99	1151	98	1	4	0	0	3	108	83	238	154	0	28	0	403	248	178	39	651	22	1	14	3	52	8	828	16	7	0	0	0	0	0	0	0	4	0	27	425	331	0	0	0	0	7	2	4715	2839	591	1972	824	0	6246	14235	9846	14075	1445	8.9869
Public Class	android.widget.AbsoluteLayout	230	117	21	15	0	0	103	2	14	2	1	6	907	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	10	12	12	15	399	0.5764
Public Abstract Class	android.widget.AbsSeekBar	409	344	651	86	0	0	380	4	91	2	2	18	732	89	1	0	0	0	0	3	1	32	12	0	0	0	42	9	0	0	5	1	1	5	0	7	0	84	0	2	0	2	0	0	0	0	0	0	0	0	38	11	0	0	0	0	0	0	229	73	0	57	34	0	134	371	535	546	7	58.4286
Public Abstract Class	android.widget.AbsSpinner	9853	8136	97	20	1	1	309	3	51	3	2	21	979	94	1	9	0	0	0	6	9	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	4	20	0	12	0	26	40	70	108	15	656.8667
Public Interface	android.widget.Adapter	4629	3085	14	9	0	0	14	0	10	0	4	5	10	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	18	1156	4.0043
Public Abstract Generic Class	android.widget.AdapterView	58733	39922	582	120	0	0	560	4	115	2	3	27	955	96	1	0	0	0	0	9	0	0	0	0	0	0	17	18	17	6	3	0	1	0	0	0	2	118	0	0	0	0	0	0	0	6	0	0	0	0	27	0	0	0	0	0	0	0	153	108	0	50	41	0	293	764	365	533	2843	20.6588
Public Abstract Class	android.widget.AdapterViewAnimator	9282	7411	2209	138	0	0	629	4	138	3	2	33	1011	95	3	0	0	0	5	19	16	53	17	6	19	0	75	27	22	6	38	16	0	22	4	30	7	135	5	3	0	0	14	0	0	0	0	3	0	10	80	48	0	0	0	0	4	0	795	341	27	115	236	2	1071	1807	854	2387	8	1160.2500
Public Class	android.widget.AdapterViewFlipper	6219	5507	86	23	0	0	158	2	26	4	0	17	1031	86	3	0	0	0	0	2	4	0	0	0	0	0	5	2	0	0	0	0	0	3	0	2	3	20	2	2	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	5	6	0	0	11	0	47	86	93	68	2	3109.5000
Public Interface	android.widget.Advanceable	5	3	12	9	0	0	4	0	2	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	8	11	26	0.1923
Public Class	android.widget.AlphabetIndexer	210	69	58	22	0	0	143	4	29	1	0	9	23	60	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	6	0	5	0	14	10	9	40	36	5.8333
Public Class	android.widget.AnalogClock	148	107	52	20	0	0	164	1	23	1	0	15	659	79	1	0	0	0	0	0	2	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	7	5	3	0	5	0	14	12	3	21	5	29.6000
Public Generic Class	android.widget.ArrayAdapter	84632	41446	301	29	0	0	234	2	46	1	26	19	51	82	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	27	9	9	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	42	44	0	109	26	0	64	294	261	259	6900	12.2655
Public Class	android.widget.AutoCompleteTextView	16250	11097	3516	239	0	0	574	4	142	3	3	45	1095	93	1	0	0	0	20	47	78	76	74	2	10	7	90	98	17	18	212	0	1	7	0	63	0	237	9	4	0	16	0	0	0	0	0	0	0	24	184	87	0	0	0	0	0	0	886	759	15	215	257	0	1949	4532	2191	3490	1179	13.7829
Public Abstract Class	android.widget.BaseAdapter	9488	6843	14	8	0	0	36	0	11	0	54	5	24	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	8704	1.0901
Public Abstract Class	android.widget.BaseExpandableListAdapter	5870	4605	34	12	0	0	44	0	14	0	2	3	27	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	10	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	39	24	23	317	18.5174
Public Class	android.widget.Button	174437	59641	32	26	0	0	21	0	5	2	6	7	1012	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	22	35	24810	7.0309
Public Class	android.widget.CalendarView	2997	1477	1004	69	1	1	938	3	116	3	0	37	980	95	2	2	0	0	0	8	11	42	0	2	0	0	22	10	10	5	27	0	0	0	0	13	2	67	0	4	0	0	0	0	0	0	0	0	0	0	62	10	14	0	0	0	4	0	334	95	20	132	106	0	229	842	1087	800	8	374.6250
Public Interface	android.widget.Checkable	4043	1867	2	2	0	0	5	0	3	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	5.6625
Public Class	android.widget.CheckBox	17341	6373	99	33	0	0	21	0	5	4	0	7	1040	0	1	0	0	0	0	23	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	0	0	0	0	0	0	0	0	0	4	7	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	47	60	45	104	6274	2.7639
Public Class	android.widget.CheckedTextView	5283	2267	579	110	0	0	173	2	34	2	0	14	1025	83	1	0	0	0	0	19	10	11	11	2	0	0	2	0	0	0	0	2	1	0	2	12	10	108	7	0	0	0	0	0	0	0	0	0	0	0	39	12	0	0	0	0	2	4	139	109	0	30	46	0	225	554	758	464	841	6.2818
Public Class	android.widget.Chronometer	2141	792	71	23	0	0	149	3	28	2	0	20	1027	90	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	14	6	0	0	0	0	0	0	8	5	0	0	6	2	6	17	13	38	65	32.9385
Public Abstract Class	android.widget.CompoundButton	9201	5340	189	47	0	0	230	2	45	3	4	18	1035	87	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	8	45	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2	4	31	32	0	30	14	0	110	300	91	141	1582	5.8161
Public Abstract Class	android.widget.CursorAdapter	7362	4127	196	30	0	0	204	2	53	1	3	15	47	83	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	3	0	1	1	0	6	0	28	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	12	0	0	0	33	72	0	10	5	0	307	342	185	125	372	19.7903
Public Abstract Class	android.widget.CursorTreeAdapter	5735	4758	49	10	0	0	266	2	46	1	1	14	61	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	12	0	0	0	0	34	23	39	3	1911.6667
Public Class	android.widget.DatePicker	7777	3765	2261	169	1	1	485	2	76	3	0	39	968	92	1	3	0	0	0	36	21	27	11	10	0	0	102	50	9	6	39	0	1	24	10	20	10	167	5	15	0	3	0	0	0	0	0	0	0	0	98	68	12	0	0	0	2	4	670	401	26	114	296	0	1049	2369	788	2536	425	18.2988
Public Class	android.widget.DialerFilter	179	136	26	5	0	0	284	4	68	3	0	21	955	77	1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	24	40	24	56	0	-1.0000
Public Class	android.widget.DigitalClock	64	36	95	21	0	0	71	1	9	2	0	17	1015	85	1	0	0	0	0	6	12	0	6	0	0	0	0	0	0	0	0	0	1	0	0	2	0	19	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	28	0	0	4	0	15	39	34	131	8	8.0000
Public Class	android.widget.EdgeEffect	2402	1680	105	17	0	0	231	2	26	0	0	14	24	77	3	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	2	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	16	14	0	0	16	2	22	186	0	105	245	9.8041
Public Class	android.widget.EditText	151034	41182	95	32	0	0	57	1	15	2	6	16	1021	0	1	0	0	0	0	21	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30	0	0	0	0	0	0	0	0	0	4	7	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	43	48	41	105	23171	6.5182
Public Interface	android.widget.ExpandableListAdapter	1293	780	6	4	0	0	21	0	18	0	2	3	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	2	2	170	7.6059
Public Class	android.widget.ExpandableListView	15302	8942	594	63	1	1	617	3	118	5	0	33	1317	94	1	0	0	0	0	0	3	6	3	0	0	0	15	7	10	3	13	0	1	3	0	10	0	61	0	0	0	0	0	0	0	0	0	0	0	0	45	24	0	0	0	0	0	0	231	63	8	29	58	0	132	264	503	522	753	20.3214
Public Abstract Class	android.widget.Filter	3185	1410	121	17	0	0	112	1	11	0	11	13	20	83	1	0	0	0	0	0	4	0	0	0	0	0	5	2	1	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	5	5	15	0	0	0	0	0	0	27	11	0	9	20	0	18	52	0	63	711	4.4796
Public Interface	android.widget.Filterable	898	790	2	2	0	0	3	0	1	0	13	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	1.8747
Public Interface	android.widget.FilterQueryProvider	190	155	2	2	0	0	3	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	2.4675
Public Class	android.widget.FrameLayout	8954	4199	788	140	1	1	381	4	72	2	59	22	927	89	1	0	0	0	0	22	0	13	5	0	0	0	5	7	0	0	27	7	1	3	0	13	0	138	0	0	0	0	0	0	0	0	0	0	0	0	50	12	0	0	0	0	0	0	169	152	14	56	93	0	679	870	1048	663	20778	0.4309
Public Class	android.widget.Gallery	2148	1047	546	84	1	1	855	3	176	4	0	32	1048	95	1	0	0	0	0	9	0	6	4	0	0	0	12	12	10	4	20	0	1	0	12	8	0	82	0	6	0	0	0	0	0	0	0	0	0	0	24	15	0	0	0	0	0	0	147	92	0	38	43	0	264	606	143	347	279	7.6989
